抓取时间,预售证号,楼栋,单元,楼层,门牌号,户型,面积,预售申报价,销售状态,出售日期
20260513_170055,GX2025015,18号楼,第1单元,1层,地下车库门廊,,4.14m²,,不可售,
20260513_170055,GX2025015,18号楼,第1单元,1层,地下车库排风井、送风井,,5.86m²,,不可售,
20260513_170055,GX2025015,18号楼,第1单元,2层,201,三室二厅,127.27m²,14756元/㎡,不可售,
20260513_170055,GX2025015,18号楼,第1单元,2层,202,三室二厅,127.27m²,14731元/㎡,不可售,
20260513_170055,GX2025015,18号楼,第1单元,3层,301,三室二厅,127.27m²,14881元/㎡,不可售,
20260513_170055,GX2025015,18号楼,第1单元,3层,302,三室二厅,127.27m²,14856元/㎡,不可售,
20260513_170055,GX2025015,18号楼,第1单元,4层,401,三室二厅,127.27m²,14781元/㎡,可售,
20260513_170055,GX2025015,18号楼,第1单元,4层,402,三室二厅,127.27m²,14758元/㎡,可售,
20260513_170055,GX2025015,18号楼,第1单元,5层,501,三室二厅,127.27m²,15069元/㎡,可售,
20260513_170055,GX2025015,18号楼,第1单元,5层,502,三室二厅,127.27m²,15044元/㎡,可售,
20260513_170055,GX2025015,18号楼,第1单元,6层,601,三室二厅,127.27m²,15131元/㎡,可售,
20260513_170055,GX2025015,18号楼,第1单元,6层,602,三室二厅,127.27m²,15106元/㎡,可售,
20260513_170055,GX2025015,18号楼,第1单元,7层,701,三室二厅,127.27m²,15194元/㎡,可售,
20260513_170055,GX2025015,18号楼,第1单元,7层,702,三室二厅,127.27m²,15169元/㎡,可售,
20260513_170055,GX2025015,18号楼,第1单元,8层,801,三室二厅,127.27m²,15231元/㎡,可售,
20260513_170055,GX2025015,18号楼,第1单元,8层,802,三室二厅,127.27m²,15206元/㎡,可售,
20260513_170055,GX2025015,18号楼,第1单元,9层,901,三室二厅,127.27m²,15256元/㎡,已售,
20260513_170055,GX2025015,18号楼,第1单元,9层,902,三室二厅,127.27m²,15231元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,10层,1001,三室二厅,127.27m²,14944元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,10层,1002,三室二厅,127.27m²,14906元/㎡,已售,
20260513_170055,GX2025015,18号楼,第2单元,11层,1101,三室二厅,127.27m²,14444元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,11层,1102,三室二厅,127.27m²,14406元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,1层,101,二室二厅,107.52m²,17222元/㎡,已售,
20260513_170055,GX2025015,18号楼,第2单元,1层,102,三室二厅,127.09m²,18264元/㎡,已售,
20260513_170055,GX2025015,18号楼,第2单元,2层,201,三室二厅,127.27m²,14694元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,2层,202,三室二厅,127.27m²,14656元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,3层,301,三室二厅,127.27m²,14819元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,3层,302,三室二厅,127.27m²,14781元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,4层,401,三室二厅,127.27m²,14719元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,4层,402,三室二厅,127.27m²,14681元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,5层,501,三室二厅,127.27m²,15006元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,5层,502,三室二厅,127.27m²,14969元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,6层,601,三室二厅,127.27m²,15069元/㎡,已售,
20260513_170055,GX2025015,18号楼,第2单元,6层,602,三室二厅,127.27m²,15031元/㎡,已售,
20260513_170055,GX2025015,18号楼,第2单元,7层,701,三室二厅,127.27m²,15131元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,7层,702,三室二厅,127.27m²,15094元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,8层,801,三室二厅,127.27m²,15169元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,8层,802,三室二厅,127.27m²,15131元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,9层,901,三室二厅,127.27m²,15194元/㎡,可售,
20260513_170055,GX2025015,18号楼,第2单元,9层,902,三室二厅,127.27m²,15156元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,10层,1001,三室二厅,127.27m²,14881元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,10层,1002,三室二厅,127.27m²,14819元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,11层,1101,三室二厅,127.27m²,14381元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,11层,1102,三室二厅,127.27m²,14319元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,1层,101,二室二厅,107.52m²,17159元/㎡,不可售,
20260513_170055,GX2025015,18号楼,第3单元,1层,102,三室二厅,127.09m²,18973元/㎡,不可售,
20260513_170055,GX2025015,18号楼,第3单元,2层,201,三室二厅,127.27m²,14631元/㎡,不可售,
20260513_170055,GX2025015,18号楼,第3单元,2层,202,三室二厅,127.27m²,14569元/㎡,不可售,
20260513_170055,GX2025015,18号楼,第3单元,3层,301,三室二厅,127.27m²,14756元/㎡,不可售,
20260513_170055,GX2025015,18号楼,第3单元,3层,302,三室二厅,127.27m²,14694元/㎡,不可售,
20260513_170055,GX2025015,18号楼,第3单元,4层,401,三室二厅,127.27m²,14656元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,4层,402,三室二厅,127.27m²,14594元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,5层,501,三室二厅,127.27m²,14944元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,5层,502,三室二厅,127.27m²,14881元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,6层,601,三室二厅,127.27m²,15006元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,6层,602,三室二厅,127.27m²,14944元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,7层,701,三室二厅,127.27m²,15069元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,7层,702,三室二厅,127.27m²,15006元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,8层,801,三室二厅,127.27m²,15106元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,8层,802,三室二厅,127.27m²,15044元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,9层,901,三室二厅,127.27m²,15131元/㎡,可售,
20260513_170055,GX2025015,18号楼,第3单元,9层,902,三室二厅,127.27m²,15069元/㎡,可售,
